timestamp,node,event,data
1642674197900249883,Node3,1,0 NaN 0.000000
1642674198115749777,Node3,1,600 0.041180 0.050445
1642674198300823969,Node3,1,0 NaN 0.000000
1642674198502469535,Node3,1,0 NaN 0.000000
1642674198703524307,Node3,1,0 NaN 0.000000
1642674198903651883,Node3,1,0 NaN 0.000000
1642674199117419840,Node3,1,600 0.043022 0.052485
1642674199306327180,Node3,1,0 NaN 0.000000
1642674199505944613,Node3,1,0 NaN 0.000000
1642674199705083249,Node3,1,0 NaN 0.000000
1642674199906094625,Node3,1,0 NaN 0.000000
1642674200127403040,Node3,1,600 0.053328 0.062473
1642674200307236389,Node3,1,0 NaN 0.000000
1642674200508415413,Node3,1,0 NaN 0.000000
1642674200709774057,Node3,1,0 NaN 0.000000
1642674200910304042,Node3,1,0 NaN 0.000000
1642674201130188912,Node3,1,600 0.051466 0.064824
1642674201311148885,Node3,1,0 NaN 0.000000
1642674201512852249,Node3,1,0 NaN 0.000000
1642674201712634812,Node3,1,0 NaN 0.000000
1642674201912515712,Node3,1,0 NaN 0.000000
1642674202134096864,Node3,1,600 0.059533 0.068673
1642674202435281576,Node3,1,1200 2.859866 5.369421
1642674202514258593,Node3,1,0 NaN 0.000000
1642674202713514399,Node3,1,0 NaN 0.000000
1642674202914753491,Node3,1,0 NaN 0.000000
1642674203128839974,Node3,1,800 0.054017 0.063547
1642674203315769282,Node3,1,0 NaN 0.000000
1642674203516466266,Node3,1,0 NaN 0.000000
1642674203716446777,Node3,1,0 NaN 0.000000
1642674203917749636,Node3,1,0 NaN 0.000000
1642674204132174194,Node3,1,800 0.055796 0.066664
1642674204318498818,Node3,1,0 NaN 0.000000
1642674204519908307,Node3,1,0 NaN 0.000000
1642674204720594243,Node3,1,0 NaN 0.000000
1642674204920326120,Node3,1,0 NaN 0.000000
1642674205136811361,Node3,1,800 0.062542 0.071618
1642674205322225633,Node3,1,0 NaN 0.000000
1642674205524128344,Node3,1,0 NaN 0.000000
1642674205723313254,Node3,1,0 NaN 0.000000
1642674205924352576,Node3,1,0 NaN 0.000000
1642674206136922277,Node3,1,800 0.062331 0.071670
1642674206326420259,Node3,1,0 NaN 0.000000
1642674206525602623,Node3,1,0 NaN 0.000000
1642674206727835852,Node3,1,0 NaN 0.000000
1642674206927077838,Node3,1,0 NaN 0.000000
1642674207140988516,Node3,1,800 0.063139 0.075573
1642674207329053953,Node3,1,0 NaN 0.000000
1642674207529241538,Node3,1,0 NaN 0.000000
1642674207731818530,Node3,1,0 NaN 0.000000
1642674207929916911,Node3,1,0 NaN 0.000000
1642674208147010956,Node3,1,600 0.070402 0.082151
1642674208333102756,Node3,1,0 NaN 0.000000
1642674208534750211,Node3,1,0 NaN 0.000000
1642674208733583602,Node3,1,0 NaN 0.000000
1642674208934439992,Node3,1,0 NaN 0.000000
1642674209155051384,Node3,1,600 0.080811 0.090213
1642674209336355321,Node3,1,0 NaN 0.000000
1642674209538687071,Node3,1,0 NaN 0.000000
1642674209736786339,Node3,1,0 NaN 0.000000
1642674209938886191,Node3,1,0 NaN 0.000000
1642674210151432773,Node3,1,600 0.077366 0.086444
1642674210340007905,Node3,1,0 NaN 0.000000
1642674210541134116,Node3,1,0 NaN 0.000000
1642674210740721800,Node3,1,0 NaN 0.000000
1642674210942906714,Node3,1,0 NaN 0.000000
1642674211161986411,Node3,1,600 0.087570 0.097062
1642674211343492883,Node3,1,0 NaN 0.000000
1642674211543643847,Node3,1,0 NaN 0.000000
1642674211744279699,Node3,1,0 NaN 0.000000
1642674211944663300,Node3,1,0 NaN 0.000000
1642674212157903389,Node3,1,600 0.083386 0.092974
1642674212346875081,Node3,1,0 NaN 0.000000
1642674212546159387,Node3,1,0 NaN 0.000000
1642674212746412334,Node3,1,0 NaN 0.000000
1642674212947782233,Node3,1,0 NaN 0.000000
1642674213163230296,Node3,1,600 0.084548 0.097937
1642674213426755052,Node3,1,1200 2.850747 5.361405
1642674213547514581,Node3,1,0 NaN 0.000000
1642674213749601334,Node3,1,0 NaN 0.000000
1642674213948548681,Node3,1,0 NaN 0.000000
1642674214162041384,Node3,1,800 0.087363 0.096492
1642674214349321797,Node3,1,0 NaN 0.000000
1642674214551379558,Node3,1,0 NaN 0.000000
1642674214750722612,Node3,1,0 NaN 0.000000
1642674214951426706,Node3,1,0 NaN 0.000000
1642674215166724500,Node3,1,800 0.092213 0.101617
1642674215352191780,Node3,1,0 NaN 0.000000
1642674215554175749,Node3,1,0 NaN 0.000000
1642674215753218099,Node3,1,0 NaN 0.000000
1642674215954424436,Node3,1,0 NaN 0.000000
1642674216167652158,Node3,1,800 0.093338 0.102424
1642674216355147570,Node3,1,0 NaN 0.000000
1642674216556357343,Node3,1,0 NaN 0.000000
1642674216756620054,Node3,1,0 NaN 0.000000
1642674216956713634,Node3,1,0 NaN 0.000000
1642674217171077110,Node3,1,800 0.096375 0.106005
1642674217356980264,Node3,1,0 NaN 0.000000
1642674217560291912,Node3,1,0 NaN 0.000000
1642674217759705853,Node3,1,0 NaN 0.000000
1642674217959918701,Node3,1,0 NaN 0.000000
1642674218174094750,Node3,1,800 0.099528 0.109018
1642674218362224447,Node3,1,0 NaN 0.000000
1642674218562245778,Node3,1,0 NaN 0.000000
1642674218762520465,Node3,1,0 NaN 0.000000
1642674218963305264,Node3,1,0 NaN 0.000000
1642674219179469631,Node3,1,800 0.102087 0.114413
1642674219364253134,Node3,1,0 NaN 0.000000
1642674219565214833,Node3,1,0 NaN 0.000000
1642674219765313714,Node3,1,0 NaN 0.000000
1642674219965824687,Node3,1,0 NaN 0.000000
1642674220179756874,Node3,1,800 0.105093 0.114333
1642674220369449181,Node3,1,0 NaN 0.000000
1642674220568544774,Node3,1,0 NaN 0.000000
1642674220768173942,Node3,1,0 NaN 0.000000
1642674220968199410,Node3,1,0 NaN 0.000000
1642674221182564769,Node3,1,800 0.108214 0.117508
1642674221368504174,Node3,1,0 NaN 0.000000
1642674221568699023,Node3,1,0 NaN 0.000000
1642674221771318570,Node3,1,0 NaN 0.000000
1642674221970851313,Node3,1,0 NaN 0.000000
1642674222192154464,Node3,1,800 0.117510 0.126612
1642674222371357178,Node3,1,0 NaN 0.000000
1642674222572677828,Node3,1,0 NaN 0.000000
1642674222773078950,Node3,1,0 NaN 0.000000
1642674222973906660,Node3,1,0 NaN 0.000000
1642674223195569362,Node3,1,800 0.120796 0.130179
1642674223374940140,Node3,1,0 NaN 0.000000
1642674223574886795,Node3,1,0 NaN 0.000000
1642674223776563425,Node3,1,0 NaN 0.000000
1642674223976765958,Node3,1,0 NaN 0.000000
1642674224199651994,Node3,1,800 0.121822 0.134111
1642674224379185948,Node3,1,0 NaN 0.000000
1642674224579012285,Node3,1,0 NaN 0.000000
1642674224780012652,Node3,1,0 NaN 0.000000
1642674224980952126,Node3,1,0 NaN 0.000000
1642674225195258038,Node3,1,800 0.120716 0.130084
1642674225382960350,Node3,1,0 NaN 0.000000
1642674225583108322,Node3,1,0 NaN 0.000000
1642674225783928094,Node3,1,0 NaN 0.000000
1642674225987471373,Node3,1,0 NaN 0.000000
1642674226199219823,Node3,1,800 0.121511 0.133979
1642674226386807266,Node3,1,0 NaN 0.000000
1642674226588644364,Node3,1,0 NaN 0.000000
1642674226787808834,Node3,1,0 NaN 0.000000
1642674226987930545,Node3,1,0 NaN 0.000000
1642674227202908234,Node3,1,800 0.128072 0.137563
1642674227389996001,Node3,1,0 NaN 0.000000
1642674227592858464,Node3,1,0 NaN 0.000000
1642674227791586681,Node3,1,0 NaN 0.000000
1642674227991828224,Node3,1,0 NaN 0.000000
1642674228206424205,Node3,1,800 0.131822 0.141123
1642674228393149841,Node3,1,0 NaN 0.000000
1642674228594856346,Node3,1,0 NaN 0.000000
1642674228794731207,Node3,1,0 NaN 0.000000
1642674228995919516,Node3,1,0 NaN 0.000000
1642674229214688721,Node3,1,800 0.139762 0.148936
1642674229396327949,Node3,1,0 NaN 0.000000
1642674229595952142,Node3,1,0 NaN 0.000000
1642674229797254691,Node3,1,0 NaN 0.000000
1642674229996987517,Node3,1,0 NaN 0.000000
1642674230210929801,Node3,1,800 0.136647 0.146050
1642674230399902780,Node3,1,0 NaN 0.000000
1642674230600179237,Node3,1,0 NaN 0.000000
1642674230804708305,Node3,1,0 NaN 0.000000
1642674231001672505,Node3,1,0 NaN 0.000000
1642674231227934243,Node3,1,600 0.153306 0.162443
1642674231405959511,Node3,1,0 NaN 0.000000
1642674231606578638,Node3,1,0 NaN 0.000000
1642674231809108303,Node3,1,0 NaN 0.000000
1642674232008667076,Node3,1,0 NaN 0.000000
1642674232223579500,Node3,1,600 0.148869 0.158037
1642674232409694120,Node3,1,0 NaN 0.000000
1642674232610772807,Node3,1,0 NaN 0.000000
1642674232810553630,Node3,1,0 NaN 0.000000
1642674233011014807,Node3,1,0 NaN 0.000000
1642674233231103352,Node3,1,600 0.157244 0.166407
1642674233422239206,Node3,1,0 NaN 0.000000
1642674233614680437,Node3,1,0 NaN 0.000000
1642674233814115721,Node3,1,0 NaN 0.000000
1642674234014079583,Node3,1,0 NaN 0.000000
1642674234227524257,Node3,1,600 0.152686 0.162307
1642674234417296966,Node3,1,0 NaN 0.000000
1642674234615557122,Node3,1,0 NaN 0.000000
1642674234816891763,Node3,1,0 NaN 0.000000
1642674235017633883,Node3,1,0 NaN 0.000000
1642674235230594374,Node3,1,600 0.156586 0.165724
1642674235418555785,Node3,1,0 NaN 0.000000
1642674235618815764,Node3,1,0 NaN 0.000000
1642674235819236517,Node3,1,0 NaN 0.000000
1642674236021363966,Node3,1,0 NaN 0.000000
1642674236235654215,Node3,1,600 0.161532 0.170683
1642674236497787523,Node3,1,1200 2.922629 5.431788
1642674236623166602,Node3,1,0 NaN 0.000000
1642674236824364752,Node3,1,0 NaN 0.000000
1642674237021594084,Node3,1,0 NaN 0.000000
1642674237243678405,Node3,1,800 0.168925 0.178340
1642674237422384548,Node3,1,0 NaN 0.000000
1642674237623252236,Node3,1,0 NaN 0.000000
1642674237822695006,Node3,1,0 NaN 0.000000
1642674238023865968,Node3,1,0 NaN 0.000000
1642674238238622807,Node3,1,800 0.163598 0.172733
1642674238425609714,Node3,1,0 NaN 0.000000
1642674238626940000,Node3,1,0 NaN 0.000000
1642674238826787066,Node3,1,0 NaN 0.000000
1642674239027997482,Node3,1,0 NaN 0.000000
1642674239242319995,Node3,1,800 0.167314 0.177428
1642674239436533506,Node3,1,0 NaN 0.000000
1642674239630789873,Node3,1,0 NaN 0.000000
1642674239830642956,Node3,1,0 NaN 0.000000
1642674240036941548,Node3,1,0 NaN 0.000000
1642674240253140054,Node3,1,800 0.178898 0.188195
1642674240432224300,Node3,1,0 NaN 0.000000
1642674240632953784,Node3,1,0 NaN 0.000000
1642674240832776753,Node3,1,0 NaN 0.000000
1642674241033774963,Node3,1,0 NaN 0.000000
1642674241247464042,Node3,1,800 0.172802 0.181981
1642674241434869878,Node3,1,0 NaN 0.000000
1642674241636128077,Node3,1,0 NaN 0.000000
1642674241836043255,Node3,1,0 NaN 0.000000
1642674242036912052,Node3,1,0 NaN 0.000000
1642674242251007666,Node3,1,800 0.176171 0.185317
1642674242438112561,Node3,1,0 NaN 0.000000
1642674242643126407,Node3,1,0 NaN 0.000000
1642674242843834043,Node3,1,0 NaN 0.000000
1642674243040683412,Node3,1,0 NaN 0.000000
1642674243262700201,Node3,1,800 0.188252 0.197357
1642674243442257579,Node3,1,0 NaN 0.000000
1642674243642075736,Node3,1,0 NaN 0.000000
1642674243843189417,Node3,1,0 NaN 0.000000
1642674244043454116,Node3,1,0 NaN 0.000000
1642674244264836250,Node3,1,800 0.190366 0.199662
1642674244443845443,Node3,1,0 NaN 0.000000
1642674244643550744,Node3,1,0 NaN 0.000000
1642674244845391989,Node3,1,0 NaN 0.000000
1642674245045399700,Node3,1,0 NaN 0.000000
1642674245267298248,Node3,1,800 0.193178 0.202266
1642674245447147748,Node3,1,0 NaN 0.000000
1642674245647622691,Node3,1,0 NaN 0.000000
1642674245848966945,Node3,1,0 NaN 0.000000
1642674246048624236,Node3,1,0 NaN 0.000000
1642674246263048271,Node3,1,800 0.188451 0.197602
1642674246450611649,Node3,1,0 NaN 0.000000
1642674246651637419,Node3,1,0 NaN 0.000000
1642674246852431688,Node3,1,0 NaN 0.000000
1642674247053446117,Node3,1,0 NaN 0.000000
1642674247272992808,Node3,1,800 0.197393 0.206543
1642674247454511059,Node3,1,0 NaN 0.000000
1642674247655493537,Node3,1,0 NaN 0.000000
1642674247856269686,Node3,1,0 NaN 0.000000
1642674248057081935,Node3,1,0 NaN 0.000000
1642674248271430540,Node3,1,800 0.196630 0.206286
1642674248458404709,Node3,1,0 NaN 0.000000
1642674248659078461,Node3,1,0 NaN 0.000000
1642674248859815966,Node3,1,0 NaN 0.000000
1642674249060798819,Node3,1,0 NaN 0.000000
1642674249274433908,Node3,1,800 0.200005 0.209150
1642674249461396276,Node3,1,0 NaN 0.000000
1642674249662294914,Node3,1,0 NaN 0.000000
1642674249863387370,Node3,1,0 NaN 0.000000
1642674250064489533,Node3,1,0 NaN 0.000000
1642674250285338903,Node3,1,800 0.211285 0.220616
1642674250467187811,Node3,1,0 NaN 0.000000
1642674250665134531,Node3,1,0 NaN 0.000000
1642674250866279697,Node3,1,0 NaN 0.000000
1642674251066525806,Node3,1,0 NaN 0.000000
1642674251288333810,Node3,1,800 0.213505 0.223389
1642674251467351588,Node3,1,0 NaN 0.000000
1642674251668459993,Node3,1,0 NaN 0.000000
1642674251869233366,Node3,1,0 NaN 0.000000
1642674253073070754,Node3,1,83 1.007219 1.008333
1642674253315022644,Node3,1,1517 0.709801 1.246949
1642674253474001895,Node3,1,0 NaN 0.000000
1642674253674629331,Node3,1,0 NaN 0.000000
1642674253875111420,Node3,1,0 NaN 0.000000
1642674254082554005,Node3,1,392 0.013350 0.017931
1642674254283566214,Node3,1,408 0.205033 0.209936
1642674254477543090,Node3,1,0 NaN 0.000000
1642674254678348193,Node3,1,0 NaN 0.000000
1642674254879118674,Node3,1,0 NaN 0.000000
1642674255090916811,Node3,1,425 0.019740 0.026239
1642674255288911111,Node3,1,175 0.208360 0.211542
1642674255483479097,Node3,1,0 NaN 0.000000
1642674255686586657,Node3,1,0 NaN 0.000000
1642674255883770955,Node3,1,0 NaN 0.000000
1642674256097577061,Node3,1,524 0.024346 0.032568
1642674256292688861,Node3,1,76 0.210706 0.212148
1642674256486709990,Node3,1,0 NaN 0.000000
1642674256686577437,Node3,1,0 NaN 0.000000
1642674256887055752,Node3,1,0 NaN 0.000000
1642674257101740270,Node3,1,600 0.027534 0.036745
1642674257288959092,Node3,1,0 NaN 0.000000
1642674257489076512,Node3,1,0 NaN 0.000000
1642674257690258363,Node3,1,0 NaN 0.000000
1642674257891385481,Node3,1,0 NaN 0.000000
1642674258104545412,Node3,1,600 0.030429 0.039725
1642674258291863537,Node3,1,0 NaN 0.000000
1642674258493131399,Node3,1,0 NaN 0.000000
1642674258692928366,Node3,1,0 NaN 0.000000
1642674258893373952,Node3,1,0 NaN 0.000000
1642674259107508201,Node3,1,600 0.033364 0.042458
1642674259295123315,Node3,1,0 NaN 0.000000
1642674259496284316,Node3,1,0 NaN 0.000000
1642674259696686638,Node3,1,0 NaN 0.000000
1642674259899575300,Node3,1,0 NaN 0.000000
1642674260112850118,Node3,1,600 0.038293 0.047442
1642674260417407119,Node3,1,1200 2.842460 5.351984
1642674260497926323,Node3,1,0 NaN 0.000000
1642674260697742156,Node3,1,0 NaN 0.000000
1642674260897531745,Node3,1,0 NaN 0.000000
1642674261111874976,Node3,1,800 0.036964 0.046158
1642674261298729548,Node3,1,0 NaN 0.000000
1642674261500246512,Node3,1,0 NaN 0.000000
1642674261700402617,Node3,1,0 NaN 0.000000
1642674261900491562,Node3,1,0 NaN 0.000000
1642674262114477150,Node3,1,800 0.040209 0.049505
1642674262301529757,Node3,1,0 NaN 0.000000
1642674262502509326,Node3,1,0 NaN 0.000000
1642674262703638559,Node3,1,0 NaN 0.000000
1642674262904399963,Node3,1,0 NaN 0.000000
1642674263118934021,Node3,1,800 0.044604 0.053650
1642674263305695857,Node3,1,0 NaN 0.000000
1642674263506437038,Node3,1,0 NaN 0.000000
1642674263707472136,Node3,1,0 NaN 0.000000
1642674263911619389,Node3,1,0 NaN 0.000000
1642674264130065339,Node3,1,800 0.055646 0.065120
1642674264310484364,Node3,1,0 NaN 0.000000
1642674264514090653,Node3,1,0 NaN 0.000000
1642674264709996978,Node3,1,0 NaN 0.000000
1642674264910445294,Node3,1,0 NaN 0.000000
1642674265125495529,Node3,1,800 0.050086 0.059845
1642674265312760358,Node3,1,0 NaN 0.000000
1642674265512787653,Node3,1,0 NaN 0.000000
1642674265713757779,Node3,1,0 NaN 0.000000
1642674265914500028,Node3,1,0 NaN 0.000000
1642674266136733023,Node3,1,800 0.062245 0.071396
1642674266315994899,Node3,1,0 NaN 0.000000
1642674266517210372,Node3,1,0 NaN 0.000000
1642674266717305611,Node3,1,0 NaN 0.000000
1642674266917840727,Node3,1,0 NaN 0.000000
1642674267131881029,Node3,1,800 0.057031 0.066102
1642674267319391138,Node3,1,0 NaN 0.000000
1642674267519556629,Node3,1,0 NaN 0.000000
1642674267720171097,Node3,1,0 NaN 0.000000
1642674267920934858,Node3,1,0 NaN 0.000000
1642674268142954739,Node3,1,800 0.068548 0.078161
1642674268323220711,Node3,1,0 NaN 0.000000
1642674268523073910,Node3,1,0 NaN 0.000000
1642674268723968329,Node3,1,0 NaN 0.000000
1642674268924782801,Node3,1,0 NaN 0.000000
1642674269147185289,Node3,1,600 0.072712 0.081820
1642674269328153430,Node3,1,0 NaN 0.000000
1642674269535972108,Node3,1,0 NaN 0.000000
1642674269728816515,Node3,1,0 NaN 0.000000
1642674269929171537,Node3,1,0 NaN 0.000000
1642674270142871552,Node3,1,600 0.068304 0.077712
1642674270329951267,Node3,1,0 NaN 0.000000
1642674270529501571,Node3,1,0 NaN 0.000000
1642674270730500288,Node3,1,0 NaN 0.000000
1642674270930896758,Node3,1,0 NaN 0.000000
1642674271152290731,Node3,1,600 0.077814 0.086930
1642674271333122642,Node3,1,0 NaN 0.000000
1642674271533697568,Node3,1,0 NaN 0.000000
1642674271733979098,Node3,1,0 NaN 0.000000
1642674271933995527,Node3,1,0 NaN 0.000000
1642674272155580486,Node3,1,600 0.081454 0.090578
1642674272335266331,Node3,1,0 NaN 0.000000
1642674272535573935,Node3,1,0 NaN 0.000000
1642674272736094620,Node3,1,0 NaN 0.000000
1642674272936512769,Node3,1,0 NaN 0.000000
1642674273149799807,Node3,1,600 0.075453 0.085078
1642674273337805495,Node3,1,0 NaN 0.000000
1642674273539029694,Node3,1,0 NaN 0.000000
1642674273739597351,Node3,1,0 NaN 0.000000
1642674273939752908,Node3,1,0 NaN 0.000000
1642674274153549159,Node3,1,600 0.079078 0.088650
1642674274422806620,Node3,1,1200 2.845449 5.354503
1642674274542101654,Node3,1,0 NaN 0.000000
1642674274742329126,Node3,1,0 NaN 0.000000
1642674274941999009,Node3,1,0 NaN 0.000000
1642674275156493501,Node3,1,800 0.081621 0.091397
1642674275342310778,Node3,1,0 NaN 0.000000
1642674275543479893,Node3,1,0 NaN 0.000000
1642674275743195555,Node3,1,0 NaN 0.000000
1642674275944036676,Node3,1,0 NaN 0.000000
1642674276157593940,Node3,1,800 0.083004 0.092456
1642674276344657059,Node3,1,0 NaN 0.000000
1642674276545754123,Node3,1,0 NaN 0.000000
1642674276746894052,Node3,1,0 NaN 0.000000
1642674276948002538,Node3,1,0 NaN 0.000000
1642674277162747210,Node3,1,800 0.088184 0.097730
1642674277348835209,Node3,1,0 NaN 0.000000
1642674277549736628,Node3,1,0 NaN 0.000000
1642674277750787891,Node3,1,0 NaN 0.000000
1642674277953145119,Node3,1,0 NaN 0.000000
1642674278166563523,Node3,1,800 0.091862 0.101314
1642674278354088577,Node3,1,0 NaN 0.000000
1642674278555463791,Node3,1,0 NaN 0.000000
1642674278755586588,Node3,1,0 NaN 0.000000
1642674278956061187,Node3,1,0 NaN 0.000000
1642674279174405090,Node3,1,600 0.100213 0.109560
1642674279358900657,Node3,1,0 NaN 0.000000
1642674279559002770,Node3,1,0 NaN 0.000000
1642674279759788351,Node3,1,0 NaN 0.000000
1642674279960843380,Node3,1,0 NaN 0.000000
1642674280186758293,Node3,1,600 0.110035 0.119452
1642674280361807994,Node3,1,0 NaN 0.000000
1642674280565008894,Node3,1,0 NaN 0.000000
1642674280762157526,Node3,1,0 NaN 0.000000
1642674280963548589,Node3,1,0 NaN 0.000000
1642674281178972639,Node3,1,600 0.103727 0.113070
1642674281365507286,Node3,1,0 NaN 0.000000
1642674281565715182,Node3,1,0 NaN 0.000000
1642674281765870822,Node3,1,0 NaN 0.000000
1642674281966364423,Node3,1,0 NaN 0.000000
1642674282179884269,Node3,1,600 0.105622 0.114836
1642674282367271699,Node3,1,0 NaN 0.000000
1642674282568525611,Node3,1,0 NaN 0.000000
1642674282768534758,Node3,1,0 NaN 0.000000
1642674282969682887,Node3,1,0 NaN 0.000000
1642674283183642650,Node3,1,600 0.109138 0.118217
1642674283370454983,Node3,1,0 NaN 0.000000
1642674283571717973,Node3,1,0 NaN 0.000000
1642674283772435844,Node3,1,0 NaN 0.000000
1642674283972648322,Node3,1,0 NaN 0.000000
1642674284190627161,Node3,1,600 0.116304 0.126008
1642674284477121628,Node3,1,1200 2.902145 5.411704
1642674284572682679,Node3,1,0 NaN 0.000000
1642674284773238873,Node3,1,0 NaN 0.000000
1642674284973981988,Node3,1,0 NaN 0.000000
1642674285188477036,Node3,1,800 0.113355 0.122620
1642674285374197012,Node3,1,0 NaN 0.000000
1642674285575219736,Node3,1,0 NaN 0.000000
1642674285787054089,Node3,1,0 NaN 0.000000
1642674285976773234,Node3,1,0 NaN 0.000000
1642674286192461489,Node3,1,800 0.118026 0.127313
1642674286378603045,Node3,1,0 NaN 0.000000
1642674286579841779,Node3,1,0 NaN 0.000000
1642674286780078546,Node3,1,0 NaN 0.000000
1642674286980207055,Node3,1,0 NaN 0.000000
1642674287202785635,Node3,1,800 0.128317 0.137557
1642674287381713980,Node3,1,0 NaN 0.000000
1642674287582256752,Node3,1,0 NaN 0.000000
1642674287782966882,Node3,1,0 NaN 0.000000
1642674287983888018,Node3,1,0 NaN 0.000000
1642674288198406471,Node3,1,800 0.123676 0.133225
1642674288385234857,Node3,1,0 NaN 0.000000
1642674288585861567,Node3,1,0 NaN 0.000000
1642674288786491164,Node3,1,0 NaN 0.000000
1642674288986476470,Node3,1,0 NaN 0.000000
1642674289200990729,Node3,1,800 0.126561 0.135754
1642674289387696240,Node3,1,0 NaN 0.000000
1642674289588393113,Node3,1,0 NaN 0.000000
1642674289788942866,Node3,1,0 NaN 0.000000
1642674289988968491,Node3,1,0 NaN 0.000000
1642674290204513889,Node3,1,800 0.129710 0.139396
1642674290391399612,Node3,1,0 NaN 0.000000
1642674290592429140,Node3,1,0 NaN 0.000000
1642674290792761092,Node3,1,0 NaN 0.000000
1642674290994042471,Node3,1,0 NaN 0.000000
1642674291209297784,Node3,1,800 0.134492 0.143943
1642674291395262636,Node3,1,0 NaN 0.000000
1642674291595995317,Node3,1,0 NaN 0.000000
1642674291799535488,Node3,1,0 NaN 0.000000
1642674291996679330,Node3,1,0 NaN 0.000000
1642674292210775403,Node3,1,800 0.135774 0.145163
1642674292408015147,Node3,1,0 NaN 0.000000
1642674292598230403,Node3,1,0 NaN 0.000000
1642674292799444454,Node3,1,0 NaN 0.000000
1642674293000106851,Node3,1,0 NaN 0.000000
1642674293214729459,Node3,1,800 0.139751 0.149291
1642674293401199344,Node3,1,0 NaN 0.000000
1642674293602093742,Node3,1,0 NaN 0.000000
1642674293802835631,Node3,1,0 NaN 0.000000
1642674294003869574,Node3,1,0 NaN 0.000000
1642674294217838161,Node3,1,800 0.143171 0.152374
1642674294405202326,Node3,1,0 NaN 0.000000
1642674294605365566,Node3,1,0 NaN 0.000000
1642674294805822851,Node3,1,0 NaN 0.000000
1642674295006501312,Node3,1,0 NaN 0.000000
1642674295222017513,Node3,1,600 0.147726 0.157220
1642674295408835272,Node3,1,0 NaN 0.000000
1642674295609582091,Node3,1,0 NaN 0.000000
1642674295809572359,Node3,1,0 NaN 0.000000
1642674296010554993,Node3,1,0 NaN 0.000000
1642674296224313285,Node3,1,600 0.150013 0.159139
1642674296412062147,Node3,1,0 NaN 0.000000
1642674296613060710,Node3,1,0 NaN 0.000000
1642674296814615519,Node3,1,0 NaN 0.000000
1642674297014379809,Node3,1,0 NaN 0.000000
1642674297229186724,Node3,1,600 0.154789 0.164004
1642674297415837055,Node3,1,0 NaN 0.000000
1642674297616103587,Node3,1,0 NaN 0.000000
1642674297816223437,Node3,1,0 NaN 0.000000
1642674298017662921,Node3,1,0 NaN 0.000000
1642674298231019328,Node3,1,600 0.156426 0.165825
1642674298417839077,Node3,1,0 NaN 0.000000
1642674298618129238,Node3,1,0 NaN 0.000000
1642674298819221221,Node3,1,0 NaN 0.000000
1642674299024297565,Node3,1,0 NaN 0.000000
1642674299240838036,Node3,1,600 0.166429 0.175627
1642674299420944927,Node3,1,0 NaN 0.000000
1642674299623188184,Node3,1,0 NaN 0.000000
1642674299822571555,Node3,1,0 NaN 0.000000
1642674300022369489,Node3,1,0 NaN 0.000000
1642674300236183402,Node3,1,600 0.161791 0.171165
1642674300501275480,Node3,1,1200 2.925878 5.435292
1642674300622676596,Node3,1,0 NaN 0.000000
1642674300823419317,Node3,1,0 NaN 0.000000
1642674301024101536,Node3,1,0 NaN 0.000000
