timestamp,node,event,data
1.64266947807658E+018,Node3,1,0 0 0.000000
1.64266947827574E+018,Node3,1,0 0 0.000000
1.64266947847574E+018,Node3,1,0 0 0.000000
1.64266947867919E+018,Node3,1,0 0 0.000000
1.64266947893953E+018,Node3,1,160 0.062104 0.070250
1.64266947907647E+018,Node3,1,0 0 0.000000
1.64266947927781E+018,Node3,1,0 0 0.000000
1.6426694794776E+018,Node3,1,0 0 0.000000
1.64266947968103E+018,Node3,1,0 0 0.000000
1.64266947993475E+018,Node3,1,160 0.059835 0.065055
1.64266948008077E+018,Node3,1,0 0 0.000000
1.64266948028115E+018,Node3,1,0 0 0.000000
1.64266948048015E+018,Node3,1,0 0 0.000000
1.64266948068058E+018,Node3,1,0 0 0.000000
1.64266948093456E+018,Node3,1,160 0.060281 0.065428
1.64266948108558E+018,Node3,1,0 0 0.000000
1.64266948128435E+018,Node3,1,0 0 0.000000
1.64266948148545E+018,Node3,1,0 0 0.000000
1.64266948168524E+018,Node3,1,0 0 0.000000
1.64266948193335E+018,Node3,1,158 0.059553 0.064174
1.64266948208708E+018,Node3,1,2 0.208776 0.208880
1.64266948228758E+018,Node3,1,0 0 0.000000
1.64266948248769E+018,Node3,1,0 0 0.000000
1.64266948268887E+018,Node3,1,0 0 0.000000
1.642669482932E+018,Node3,1,160 0.058012 0.062666
1.64266948309009E+018,Node3,1,0 0 0.000000
1.64266948328915E+018,Node3,1,0 0 0.000000
1.64266948348994E+018,Node3,1,0 0 0.000000
1.64266948369385E+018,Node3,1,0 0 0.000000
1.64266948393212E+018,Node3,1,160 0.059232 0.062781
1.6426694840923E+018,Node3,1,0 0 0.000000
1.64266948429205E+018,Node3,1,0 0 0.000000
1.64266948449489E+018,Node3,1,0 0 0.000000
1.64266948469388E+018,Node3,1,0 0 0.000000
1.64266948593496E+018,Node3,1,160 1.062007 1.065660
1.64266948610795E+018,Node3,1,160 0.233473 0.238479
1.64266948629733E+018,Node3,1,0 0 0.000000
1.64266948649819E+018,Node3,1,0 0 0.000000
1.64266948670191E+018,Node3,1,0 0 0.000000
1.64266948693597E+018,Node3,1,160 0.062673 0.066765
1.64266948710026E+018,Node3,1,0 0 0.000000
1.64266948730102E+018,Node3,1,0 0 0.000000
1.64266948750071E+018,Node3,1,0 0 0.000000
1.64266948770379E+018,Node3,1,0 0 0.000000
1.64266948793303E+018,Node3,1,160 0.058267 0.063773
1.64266948810275E+018,Node3,1,0 0 0.000000
1.64266948830309E+018,Node3,1,0 0 0.000000
1.64266948850461E+018,Node3,1,0 0 0.000000
1.64266948870336E+018,Node3,1,0 0 0.000000
1.64266948893722E+018,Node3,1,160 0.063893 0.068053
1.64266948910486E+018,Node3,1,0 0 0.000000
1.64266948930516E+018,Node3,1,0 0 0.000000
1.64266948950486E+018,Node3,1,0 0 0.000000
1.64266948970694E+018,Node3,1,0 0 0.000000
1.64266948993494E+018,Node3,1,160 0.060961 0.065585
1.64266949010748E+018,Node3,1,0 0 0.000000
1.64266949030752E+018,Node3,1,0 0 0.000000
1.64266949050778E+018,Node3,1,0 0 0.000000
1.64266949070883E+018,Node3,1,0 0 0.000000
1.64266949093623E+018,Node3,1,160 0.062104 0.066978
1.64266949111001E+018,Node3,1,0 0 0.000000
1.64266949131111E+018,Node3,1,0 0 0.000000
1.64266949151215E+018,Node3,1,0 0 0.000000
1.64266949171274E+018,Node3,1,0 0 0.000000
1.6426694919363E+018,Node3,1,160 0.062885 0.067099
1.64266949211442E+018,Node3,1,0 0 0.000000
1.64266949231545E+018,Node3,1,0 0 0.000000
1.64266949251653E+018,Node3,1,0 0 0.000000
1.6426694927175E+018,Node3,1,0 0 0.000000
1.64266949292904E+018,Node3,1,160 0.055299 0.059386
1.64266949312424E+018,Node3,1,0 0 0.000000
1.64266949331948E+018,Node3,1,0 0 0.000000
1.64266949352282E+018,Node3,1,0 0 0.000000
1.64266949371997E+018,Node3,1,0 0 0.000000
1.64266949394012E+018,Node3,1,160 0.066981 0.070618
1.64266949412109E+018,Node3,1,0 0 0.000000
1.64266949432213E+018,Node3,1,0 0 0.000000
1.64266949452194E+018,Node3,1,0 0 0.000000
1.64266949472326E+018,Node3,1,0 0 0.000000
1.64266949499107E+018,Node3,1,148 0.107657 0.121242
1.64266949512466E+018,Node3,1,12 0.184032 0.185296
1.64266949532545E+018,Node3,1,0 0 0.000000
1.6426694955257E+018,Node3,1,0 0 0.000000
1.64266949572425E+018,Node3,1,0 0 0.000000
1.6426694959413E+018,Node3,1,160 0.067618 0.072013
1.64266949612545E+018,Node3,1,0 0 0.000000
1.64266949632526E+018,Node3,1,0 0 0.000000
1.64266949652637E+018,Node3,1,0 0 0.000000
1.64266949672745E+018,Node3,1,0 0 0.000000
1.64266949693806E+018,Node3,1,160 0.064595 0.068933
1.64266949712835E+018,Node3,1,0 0 0.000000
1.64266949732823E+018,Node3,1,0 0 0.000000
1.64266949752925E+018,Node3,1,0 0 0.000000
1.64266949773124E+018,Node3,1,0 0 0.000000
1.64266949794055E+018,Node3,1,160 0.065028 0.071290
1.64266949813031E+018,Node3,1,0 0 0.000000
1.64266949833089E+018,Node3,1,0 0 0.000000
1.6426694985312E+018,Node3,1,0 0 0.000000
1.64266949873231E+018,Node3,1,0 0 0.000000
1.64266949894319E+018,Node3,1,160 0.070310 0.074094
1.64266949913383E+018,Node3,1,0 0 0.000000
1.64266949933509E+018,Node3,1,0 0 0.000000
1.64266949953517E+018,Node3,1,0 0 0.000000
1.64266949973618E+018,Node3,1,0 0 0.000000
1.64266949995387E+018,Node3,1,160 0.080723 0.084447
1.64266950013757E+018,Node3,1,0 0 0.000000
1.64266950033876E+018,Node3,1,0 0 0.000000
1.6426695005389E+018,Node3,1,0 0 0.000000
1.64266950073908E+018,Node3,1,0 0 0.000000
1.64266950095177E+018,Node3,1,160 0.078113 0.082170
1.64266950114096E+018,Node3,1,0 0 0.000000
1.64266950134112E+018,Node3,1,0 0 0.000000
1.64266950154167E+018,Node3,1,0 0 0.000000
1.64266950174184E+018,Node3,1,0 0 0.000000
1.64266950195923E+018,Node3,1,160 0.086296 0.089981
1.64266950214417E+018,Node3,1,0 0 0.000000
1.64266950234493E+018,Node3,1,0 0 0.000000
1.64266950254598E+018,Node3,1,0 0 0.000000
1.6426695027465E+018,Node3,1,0 0 0.000000
1.642669502957E+018,Node3,1,160 0.083147 0.087349
1.64266950314705E+018,Node3,1,0 0 0.000000
1.6426695033477E+018,Node3,1,0 0 0.000000
1.64266950354832E+018,Node3,1,0 0 0.000000
1.64266950374843E+018,Node3,1,0 0 0.000000
1.64266950396222E+018,Node3,1,160 0.088395 0.092550
1.64266950415185E+018,Node3,1,0 0 0.000000
1.64266950435279E+018,Node3,1,0 0 0.000000
1.6426695045526E+018,Node3,1,0 0 0.000000
1.64266950475342E+018,Node3,1,0 0 0.000000
1.64266950498001E+018,Node3,1,160 0.104153 0.110697
1.64266950515673E+018,Node3,1,0 0 0.000000
1.6426695053572E+018,Node3,1,0 0 0.000000
1.64266950555776E+018,Node3,1,0 0 0.000000
1.64266950575784E+018,Node3,1,0 0 0.000000
1.64266950596724E+018,Node3,1,160 0.090719 0.098060
1.64266950615773E+018,Node3,1,0 0 0.000000
1.64266950635772E+018,Node3,1,0 0 0.000000
1.64266950655807E+018,Node3,1,0 0 0.000000
1.64266950675788E+018,Node3,1,0 0 0.000000
1.64266950697003E+018,Node3,1,160 0.096746 0.100728
1.64266950716006E+018,Node3,1,0 0 0.000000
1.64266950736072E+018,Node3,1,0 0 0.000000
1.6426695075608E+018,Node3,1,0 0 0.000000
1.64266950776215E+018,Node3,1,0 0 0.000000
1.64266950797344E+018,Node3,1,160 0.100314 0.103849
1.64266950816329E+018,Node3,1,0 0 0.000000
1.64266950836351E+018,Node3,1,0 0 0.000000
1.64266950857084E+018,Node3,1,0 0 0.000000
1.64266950876401E+018,Node3,1,0 0 0.000000
1.64266950897444E+018,Node3,1,160 0.100813 0.104943
1.64266950916425E+018,Node3,1,0 0 0.000000
1.64266950936591E+018,Node3,1,0 0 0.000000
1.64266950956624E+018,Node3,1,0 0 0.000000
1.6426695097674E+018,Node3,1,0 0 0.000000
1.64266950997801E+018,Node3,1,160 0.104773 0.108689
1.64266951016777E+018,Node3,1,0 0 0.000000
1.6426695103691E+018,Node3,1,0 0 0.000000
1.64266951056927E+018,Node3,1,0 0 0.000000
1.64266951076901E+018,Node3,1,0 0 0.000000
1.64266951098084E+018,Node3,1,160 0.107215 0.111136
1.64266951117062E+018,Node3,1,0 0 0.000000
1.64266951137046E+018,Node3,1,0 0 0.000000
1.64266951157184E+018,Node3,1,0 0 0.000000
1.64266951177169E+018,Node3,1,0 0 0.000000
1.64266951198365E+018,Node3,1,160 0.110595 0.114370
1.64266951217331E+018,Node3,1,0 0 0.000000
1.64266951237428E+018,Node3,1,0 0 0.000000
1.64266951257523E+018,Node3,1,0 0 0.000000
1.64266951277584E+018,Node3,1,0 0 0.000000
1.64266951298713E+018,Node3,1,160 0.113212 0.117900
1.64266951317791E+018,Node3,1,0 0 0.000000
1.64266951337874E+018,Node3,1,0 0 0.000000
1.64266951357949E+018,Node3,1,0 0 0.000000
